STATE,FY_CLIPPED,STATE_YEAR_COAL_PRICE_MMBTU,STATE_YEAR_ELECTRICITY_PRICE_MMBTU,STATE_YEAR_NATURAL_GAS_PRICE_MMBTU,STATE_YEAR_PETROLEUM_PRICE_MMBTU,STATE_YEAR_TOTAL_PRICE_MMBTU,STATE_YEAR_ELEC_GAS_RATIO,CURRENT_PRICE_YEAR,CURRENT_COAL_PRICE_MMBTU,CURRENT_ELECTRICITY_PRICE_MMBTU,CURRENT_NATURAL_GAS_PRICE_MMBTU,CURRENT_PETROLEUM_PRICE_MMBTU,CURRENT_TOTAL_PRICE_MMBTU,CURRENT_ELEC_GAS_RATIO
IA,1992,1.32,11.77,3.54,6.37,5.04,3.3248587570621466,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,1993,1.39,11.5,3.75,7.27,5.51,3.066666666666667,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,1994,1.42,11.38,3.96,6.2,5.26,2.873737373737374,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,1995,1.4,11.53,3.21,6.59,5.11,3.5919003115264796,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,1996,1.38,11.45,3.61,6.89,5.17,3.1717451523545703,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,1997,1.38,11.59,4.07,6.42,5.36,2.8476658476658474,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,1998,1.33,11.69,3.45,6.01,5.23,3.388405797101449,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,1999,1.33,11.41,3.9,6.53,5.52,2.925641025641026,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2000,1.41,11.39,5.46,9.46,7.05,2.086080586080586,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2001,1.42,12.26,6.46,9.43,7.5,1.8978328173374612,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2002,1.51,11.91,5.56,8.31,6.81,2.142086330935252,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2003,1.44,12.19,6.48,9.55,7.32,1.8811728395061726,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2004,1.56,12.7,7.31,11.41,8.54,1.7373461012311902,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2005,1.81,13.38,9.4,14.51,10.42,1.423404255319149,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2006,2.31,14.42,8.36,17.22,11.12,1.7248803827751198,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2007,2.18,13.89,8.47,19.27,10.94,1.639905548996458,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2008,2.46,14.09,9.23,23.65,12.63,1.5265438786565546,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2009,2.65,15.46,6.19,18.1,10.17,2.497576736672052,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2010,2.52,15.71,6.06,17.79,9.78,2.5924092409240926,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2011,2.56,15.28,5.73,22.1,10.63,2.6666666666666665,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2012,2.61,15.52,4.64,20.22,9.72,3.344827586206897,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2013,2.57,16.48,5.28,18.25,9.97,3.121212121212121,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2014,2.49,16.74,7.3,18.26,11.0,2.293150684931507,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2015,2.49,17.28,5.03,12.62,8.74,3.4353876739562623,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2016,2.37,17.73,4.45,10.76,8.14,3.9842696629213483,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2017,2.29,18.19,4.94,12.87,8.6,3.682186234817814,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2018,2.16,18.92,5.07,15.08,9.16,3.7317554240631163,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2019,1.94,19.34,4.04,13.47,8.47,4.787128712871287,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2020,1.92,18.84,4.2,11.09,8.1,4.485714285714286,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2021,1.85,19.44,6.63,15.72,10.64,2.9321266968325794,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2022,1.83,20.7,8.13,22.64,12.83,2.5461254612546123,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2023,1.81,20.25,6.65,18.16,11.09,3.045112781954887,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
IA,2024,4.37,19.94,5.41,16.66,,3.6857670979667283,2024,4.37,19.94,5.41,16.66,,3.6857670979667283
ID,1970,0.5,1.84,0.42,0.96,0.98,4.380952380952381,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1971,0.5,1.87,0.46,1.09,1.05,4.065217391304348,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1972,0.53,1.92,0.51,1.03,1.05,3.764705882352941,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1973,0.53,2.01,0.56,1.35,1.18,3.5892857142857135,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1974,0.78,2.2,0.68,2.42,1.67,3.235294117647059,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1975,0.87,2.7,1.11,2.6,1.96,2.4324324324324325,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1976,1.14,3.18,1.46,2.56,2.21,2.178082191780822,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1977,1.26,3.63,1.78,2.74,2.49,2.039325842696629,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1978,1.34,3.81,2.13,2.98,2.67,1.7887323943661972,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1979,1.79,4.43,2.42,4.12,3.18,1.8305785123966942,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1980,1.7,5.44,3.58,6.04,4.39,1.5195530726256985,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1981,1.86,6.29,3.73,7.37,4.98,1.6863270777479893,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1982,1.99,6.64,4.48,7.0,5.18,1.482142857142857,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1983,2.11,7.23,4.89,6.71,5.56,1.4785276073619633,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1984,2.17,7.19,4.49,6.82,5.43,1.601336302895323,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1985,1.85,7.69,4.32,6.84,5.46,1.7800925925925926,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1986,2.02,7.7,3.23,4.86,4.7,2.3839009287925697,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1987,1.98,7.56,6.59,5.08,5.56,1.1471927162367224,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1988,1.82,7.53,4.18,4.98,4.93,1.8014354066985647,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1989,1.84,7.67,2.84,5.27,4.23,2.700704225352113,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1990,1.78,7.68,2.65,5.56,4.42,2.8981132075471696,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1991,1.91,7.69,2.85,5.71,4.42,2.6982456140350877,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1992,1.9,7.98,2.88,5.29,4.44,2.7708333333333335,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1993,1.81,8.24,2.91,5.29,4.4,2.8316151202749142,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1994,1.89,8.27,3.71,4.88,4.63,2.22911051212938,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1995,1.79,8.23,3.56,5.09,4.51,2.311797752808989,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1996,2.0,8.25,2.7,6.36,4.78,3.0555555555555554,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1997,1.99,8.31,2.68,5.59,4.54,3.1007462686567164,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1998,1.89,8.57,2.98,4.75,4.49,2.8758389261744965,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,1999,1.26,8.51,3.17,4.5,4.44,2.684542586750789,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2000,1.7,9.12,3.92,5.83,4.98,2.326530612244898,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2001,1.69,10.87,6.32,6.31,6.05,1.7199367088607593,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2002,1.71,12.72,6.7,5.62,6.41,1.8985074626865672,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2003,1.75,12.19,5.72,8.3,7.07,2.1311188811188813,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2004,1.75,11.2,6.7,9.33,7.38,1.671641791044776,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2005,1.8,11.45,7.97,12.44,8.68,1.4366373902132998,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2006,1.99,10.57,9.6,13.13,9.24,1.1010416666666667,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2007,2.05,11.35,9.17,15.22,9.65,1.23773173391494,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2008,2.5,13.14,8.96,17.3,10.95,1.466517857142857,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2009,2.54,15.16,8.34,15.86,10.86,1.8177458033573142,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2010,2.34,15.08,6.25,18.89,10.93,2.4128,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2011,2.53,14.95,6.25,24.2,12.45,2.392,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2012,3.03,16.06,5.64,24.13,12.29,2.847517730496454,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2013,2.73,17.84,5.33,24.11,12.49,3.347091932457786,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2014,3.26,18.75,5.86,23.84,13.06,3.1996587030716723,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2015,3.18,19.33,5.52,16.23,11.39,3.5018115942028984,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2016,2.24,19.2,4.97,13.67,10.37,3.86317907444668,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2017,2.25,19.52,4.25,16.06,10.53,4.592941176470588,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2018,2.34,18.97,3.82,19.5,11.07,4.965968586387435,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2019,2.51,17.82,3.48,17.81,9.93,5.120689655172414,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2020,2.24,18.26,3.57,14.04,9.54,5.114845938375351,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2021,2.31,18.73,3.8,19.8,11.02,4.928947368421053,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2022,7.2,19.67,4.93,29.29,13.65,3.989858012170386,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2023,4.38,21.01,6.45,24.64,13.53,3.2573643410852715,2024,6.05,22.55,4.92,22.03,,4.583333333333334
ID,2024,6.05,22.55,4.92,22.03,,4.583333333333334,2024,6.05,22.55,4.92,22.03,,4.583333333333334
IL,1970,0.44,3.56,0.49,1.19,0.97,7.26530612244898,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1971,0.46,3.76,0.55,1.37,1.07,6.836363636363635,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1972,0.54,4.05,0.62,1.29,1.15,6.532258064516129,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1973,0.57,4.22,0.67,1.47,1.28,6.298507462686566,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1974,1.03,5.21,0.79,2.52,1.86,6.594936708860759,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1975,1.33,6.43,1.19,2.63,2.26,5.4033613445378155,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1976,1.36,7.04,1.43,2.76,2.49,4.923076923076923,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1977,1.48,7.72,1.8,3.02,2.86,4.288888888888889,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1978,1.71,8.99,2.09,3.14,3.24,4.301435406698565,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1979,1.7,9.68,2.56,3.93,3.83,3.78125,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1980,1.79,11.82,3.1,5.78,4.96,3.8129032258064517,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1981,1.94,13.49,3.54,6.65,5.66,3.810734463276836,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1982,2.05,15.34,4.17,6.84,6.2,3.678657074340528,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1983,1.94,17.2,4.64,7.05,6.72,3.706896551724138,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1984,1.91,15.48,4.43,7.32,6.37,3.4943566591422126,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1985,1.88,15.35,4.57,8.2,6.78,3.358862144420131,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1986,1.78,16.46,4.06,6.91,6.45,4.054187192118227,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1987,1.64,16.54,3.77,6.72,6.26,4.387267904509284,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1988,1.63,15.14,3.36,6.82,5.91,4.505952380952381,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1989,1.61,15.75,3.65,6.22,5.94,4.315068493150685,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1990,1.58,15.82,4.01,7.17,6.36,3.945137157107232,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1991,1.63,16.09,3.7,7.23,6.2,4.348648648648648,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1992,1.59,16.04,3.68,6.94,6.23,4.358695652173912,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1993,1.55,15.97,4.35,7.93,6.66,3.6712643678160926,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1994,1.51,15.19,4.3,7.15,6.4,3.532558139534884,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1995,1.57,15.45,3.5,7.31,6.19,4.414285714285714,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1996,1.57,15.34,4.04,7.95,6.51,3.797029702970297,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1997,1.54,15.49,3.89,7.79,6.41,3.9820051413881745,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1998,1.5,14.96,3.87,6.42,6.06,3.8656330749354004,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,1999,1.48,14.69,3.97,7.08,6.2,3.7002518891687655,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2000,1.43,14.62,5.72,8.95,7.36,2.555944055944056,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2001,1.47,13.63,6.75,9.25,7.89,2.0192592592592593,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2002,1.51,14.32,4.91,8.58,7.18,2.9164969450101834,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2003,1.51,14.24,7.12,9.29,8.35,2.0,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2004,1.57,13.62,7.96,10.98,9.18,1.7110552763819094,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2005,1.88,13.51,9.87,13.69,10.66,1.3687943262411348,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2006,2.09,13.74,9.29,16.16,11.15,1.4790096878363834,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2007,2.16,19.36,8.87,18.54,12.75,2.1826381059751974,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2008,2.39,21.51,10.44,21.08,14.59,2.0603448275862073,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2009,2.88,20.56,7.22,18.57,12.58,2.847645429362881,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2010,3.46,19.97,7.08,18.1,11.84,2.8206214689265536,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2011,4.24,18.82,6.77,22.44,12.35,2.7799113737075336,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2012,4.21,16.99,5.57,20.57,10.99,3.0502692998204664,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2013,3.62,17.42,5.9,21.5,11.31,2.9525423728813562,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2014,3.19,20.08,7.57,20.38,12.39,2.6525759577278727,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2015,2.93,19.54,5.31,14.63,10.44,3.6798493408662902,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2016,2.69,19.07,4.87,12.67,9.8,3.915811088295688,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2017,2.97,18.98,5.59,14.28,10.41,3.3953488372093026,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2018,3.08,19.92,5.39,16.89,11.23,3.695732838589982,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2019,3.37,19.12,5.01,15.42,10.53,3.8163672654690624,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2020,3.02,19.63,4.1,12.53,9.49,4.787804878048781,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2021,2.92,21.38,7.33,17.3,12.47,2.9167803547066846,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2022,5.52,25.12,8.8,24.33,15.97,2.8545454545454545,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2023,6.65,24.04,7.2,19.66,14.11,3.3388888888888886,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IL,2024,6.63,25.87,6.34,18.21,,4.080441640378549,2024,6.63,25.87,6.34,18.21,,4.080441640378549
IN,1970,0.47,3.52,0.47,1.1,0.76,7.48936170212766,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1971,0.52,3.59,0.51,1.03,0.83,7.03921568627451,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1972,0.58,3.88,0.55,1.05,0.89,7.054545454545454,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1973,0.66,3.99,0.59,1.2,1.0,6.76271186440678,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1974,1.3,4.54,0.7,2.26,1.59,6.485714285714286,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1975,1.68,5.67,0.91,2.37,2.02,6.230769230769231,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1976,1.44,6.24,1.09,2.34,2.1,5.724770642201834,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1977,1.59,7.69,1.49,2.62,2.5,5.161073825503356,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1978,1.84,9.11,1.71,2.77,2.84,5.327485380116959,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1979,1.75,9.71,2.19,3.47,3.05,4.4337899543379,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1980,1.99,11.0,2.63,4.87,3.66,4.182509505703422,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1981,2.29,12.08,3.06,6.11,4.15,3.9477124183006533,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1982,2.24,14.0,3.7,5.88,4.67,3.7837837837837838,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1983,2.13,13.97,4.34,6.24,4.83,3.2188940092165903,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1984,2.06,14.37,4.23,6.4,4.68,3.3971631205673756,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1985,2.04,14.54,4.04,6.4,4.83,3.5990099009900987,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1986,1.87,15.13,3.79,5.0,4.74,3.9920844327176783,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1987,1.75,13.35,3.38,4.67,4.25,3.9497041420118344,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1988,1.87,12.43,3.69,4.6,4.14,3.368563685636856,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1989,1.79,11.98,3.83,4.96,4.23,3.1279373368146213,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1990,1.72,11.94,3.57,5.54,4.34,3.3445378151260505,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1991,1.82,11.83,3.48,5.73,4.42,3.3994252873563218,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1992,1.79,11.73,3.35,5.05,4.38,3.5014925373134327,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1993,1.73,11.38,3.66,5.08,4.47,3.109289617486339,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1994,1.68,11.64,4.54,4.73,4.98,2.563876651982379,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1995,1.76,11.54,3.37,5.31,4.57,3.4243323442136493,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1996,1.71,11.5,3.58,5.61,4.66,3.212290502793296,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1997,1.63,11.45,4.28,5.62,4.86,2.6752336448598126,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1998,1.62,11.57,4.21,4.94,4.76,2.7482185273159145,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,1999,1.59,11.42,4.09,5.08,4.76,2.7921760391198043,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2000,1.57,11.16,4.88,7.2,5.07,2.2868852459016393,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2001,1.65,12.03,7.95,6.43,5.8,1.5132075471698112,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2002,1.84,11.58,5.44,6.46,5.24,2.128676470588235,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2003,1.82,11.5,7.65,7.32,5.99,1.5032679738562091,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2004,2.08,12.11,7.92,7.65,6.31,1.529040404040404,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2005,3.04,12.96,9.88,9.82,7.94,1.311740890688259,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2006,3.25,14.51,9.21,11.35,8.39,1.5754614549402821,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2007,3.28,14.33,8.26,13.65,8.52,1.734866828087167,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2008,3.9,16.01,10.35,16.95,10.23,1.5468599033816428,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2009,4.27,17.02,6.81,12.27,8.88,2.499265785609398,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2010,4.74,17.22,5.58,16.99,8.77,3.086021505376344,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2011,6.14,18.07,6.45,21.5,10.27,2.8015503875968992,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2012,6.21,18.58,6.12,20.98,10.31,3.0359477124183005,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2013,5.04,19.63,6.45,22.08,10.21,3.043410852713178,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2014,4.63,20.42,7.19,21.35,10.71,2.8400556328233657,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2015,4.29,20.11,6.22,14.7,9.56,3.2331189710610935,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2016,3.49,20.44,4.82,14.38,8.58,4.240663900414938,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2017,4.25,22.1,5.76,15.89,9.57,3.836805555555556,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2018,4.43,21.63,5.83,17.7,9.67,3.7101200686106344,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2019,5.05,21.57,5.48,16.87,9.53,3.9361313868613137,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2020,4.5,20.46,5.14,14.5,8.88,3.9805447470817126,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2021,4.48,21.64,6.56,18.27,10.17,3.2987804878048785,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2022,6.88,25.35,8.02,27.0,13.1,3.160847880299252,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2023,7.74,24.16,6.49,21.51,11.49,3.722650231124807,2024,6.8,23.87,5.23,19.92,,4.564053537284894
IN,2024,6.8,23.87,5.23,19.92,,4.564053537284894,2024,6.8,23.87,5.23,19.92,,4.564053537284894
KS,1970,0.45,3.5,0.27,1.36,0.81,12.962962962962962,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1971,0.5,3.5,0.29,1.37,0.81,12.06896551724138,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1972,0.5,3.57,0.33,1.29,0.84,10.818181818181817,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1973,0.45,3.75,0.37,1.43,0.96,10.135135135135135,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1974,0.96,4.28,0.41,2.4,1.37,10.439024390243903,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1975,0.92,5.62,0.55,2.65,1.87,10.218181818181817,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1976,1.19,6.43,0.83,2.69,2.07,7.746987951807229,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1977,1.05,7.84,1.01,2.94,2.38,7.762376237623762,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1978,1.27,8.58,1.17,2.95,2.6,7.333333333333334,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1979,1.56,9.05,1.66,3.68,2.95,5.451807228915663,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1980,1.32,10.68,2.35,5.12,4.01,4.54468085106383,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1981,1.53,12.32,3.04,6.88,5.01,4.052631578947368,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1982,1.72,14.24,2.92,6.2,5.22,4.876712328767123,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1983,1.75,15.64,3.37,6.43,5.93,4.640949554896142,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1984,1.76,15.18,4.11,6.06,5.95,3.6934306569343063,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1985,1.69,14.74,3.54,5.55,5.41,4.163841807909605,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1986,1.74,15.76,3.17,6.99,6.21,4.971608832807571,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1987,1.59,15.33,2.93,6.85,5.79,5.2320819112627985,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1988,1.42,14.68,2.39,6.45,5.59,6.142259414225941,2024,5.59,22.66,4.13,21.57,,5.486682808716707
KS,1989,1.28,14.17,3.09,6.55,5.92,4.585760517799353,2024,5.59,22.66,4.13,21.57,,5.486682808716707
