STATE,FY_CLIPPED,STATE_YEAR_COAL_PRICE_MMBTU,STATE_YEAR_ELECTRICITY_PRICE_MMBTU,STATE_YEAR_NATURAL_GAS_PRICE_MMBTU,STATE_YEAR_PETROLEUM_PRICE_MMBTU,STATE_YEAR_TOTAL_PRICE_MMBTU,STATE_YEAR_ELEC_GAS_RATIO,CURRENT_PRICE_YEAR,CURRENT_COAL_PRICE_MMBTU,CURRENT_ELECTRICITY_PRICE_MMBTU,CURRENT_NATURAL_GAS_PRICE_MMBTU,CURRENT_PETROLEUM_PRICE_MMBTU,CURRENT_TOTAL_PRICE_MMBTU,CURRENT_ELEC_GAS_RATIO
MN,1977,1.57,8.75,1.13,2.83,2.83,7.743362831858408,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1978,1.65,9.18,1.24,3.01,3.12,7.403225806451613,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1979,1.29,9.53,1.46,4.04,3.59,6.527397260273973,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1980,1.77,11.22,2.51,5.27,5.09,4.470119521912351,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1981,1.93,12.36,3.2,6.69,6.21,3.8625,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1982,2.15,14.15,4.08,6.76,7.01,3.468137254901961,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1983,2.29,13.69,4.36,6.33,7.05,3.1399082568807337,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1984,2.19,12.64,4.29,6.52,6.99,2.9463869463869465,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1985,2.07,12.65,4.04,6.69,6.94,3.131188118811881,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1986,1.93,12.76,3.42,5.1,6.25,3.7309941520467835,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1987,1.85,12.5,2.55,4.84,5.95,4.901960784313726,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1988,1.84,12.32,2.79,4.99,6.17,4.415770609318996,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1989,1.86,12.02,2.84,5.01,5.8,4.232394366197183,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1990,1.97,12.14,2.96,5.86,6.14,4.101351351351352,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1991,1.87,12.47,2.75,5.67,6.21,4.534545454545455,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1992,1.92,12.69,3.02,5.29,6.08,4.201986754966887,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1993,1.98,12.89,3.17,5.7,6.23,4.066246056782335,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1994,1.93,12.91,2.84,5.56,6.15,4.545774647887324,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1995,1.81,12.61,2.42,5.48,5.79,5.210743801652892,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1996,1.51,12.5,2.92,6.02,5.93,4.280821917808219,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1997,1.65,12.7,3.22,6.14,6.27,3.944099378881987,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1998,1.6,13.05,2.83,5.05,5.91,4.6113074204946995,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,1999,1.67,13.37,2.92,5.22,6.08,4.578767123287671,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2000,1.58,13.4,4.36,7.24,7.03,3.073394495412844,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2001,1.67,12.73,5.1,7.27,6.97,2.4960784313725495,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2002,1.66,11.92,4.15,7.23,6.64,2.872289156626506,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2003,1.69,12.77,5.83,7.63,7.59,2.1903945111492282,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2004,1.75,13.57,6.52,9.11,8.37,2.0812883435582825,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2005,2.08,14.71,8.39,11.06,9.85,1.7532777115613827,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2006,2.28,15.5,7.96,13.98,10.82,1.9472361809045227,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2007,2.18,16.67,7.5,15.63,11.34,2.222666666666667,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2008,2.63,17.22,8.84,19.4,12.67,1.9479638009049773,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2009,2.77,18.34,5.49,16.68,10.83,3.3406193078324224,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2010,2.57,18.43,5.52,19.3,11.22,3.3387681159420293,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2011,2.93,18.96,5.49,23.7,12.44,3.453551912568306,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2012,3.29,19.16,4.2,24.05,12.06,4.561904761904762,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2013,3.23,20.46,4.83,23.42,12.57,4.236024844720497,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2014,3.28,19.71,6.36,23.42,12.8,3.099056603773585,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2015,3.01,20.58,4.69,17.42,10.85,4.388059701492536,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2016,2.75,21.61,4.05,14.19,9.77,5.335802469135802,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2017,3.3,21.61,4.35,16.91,10.42,4.967816091954023,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2018,2.64,22.05,4.59,19.08,11.31,4.803921568627452,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2019,2.64,22.06,4.23,18.18,11.03,5.215130023640661,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2020,2.64,22.49,3.8,15.43,10.53,5.918421052631579,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2021,2.65,24.3,5.19,19.63,12.31,4.682080924855491,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2022,2.91,27.12,8.0,27.77,15.99,3.39,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2023,2.99,26.98,5.84,25.09,14.25,4.61986301369863,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MN,2024,2.94,26.81,4.8,21.98,,5.585416666666666,2024,2.94,26.81,4.8,21.98,,5.585416666666666
MO,1970,0.47,4.01,0.4,1.24,1.15,10.024999999999999,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1971,0.43,4.15,0.43,1.31,1.23,9.651162790697676,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1972,0.54,4.37,0.44,1.3,1.28,9.931818181818182,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1973,0.58,4.65,0.46,1.45,1.37,10.108695652173914,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1974,0.9,5.41,0.57,2.42,1.94,9.49122807017544,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1975,1.24,6.46,0.8,2.72,2.41,8.075,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1976,1.3,7.38,0.99,2.89,2.54,7.454545454545454,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1977,1.36,7.79,1.44,3.1,2.87,5.409722222222222,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1978,1.48,8.91,1.45,3.16,3.29,6.144827586206897,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1979,1.56,9.64,1.99,4.07,4.01,4.844221105527638,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1980,1.61,11.21,2.61,6.26,5.19,4.295019157088123,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1981,1.73,11.8,3.28,7.46,6.16,3.5975609756097566,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1982,1.75,13.02,4.34,7.01,6.6,3.0,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1983,1.61,13.25,4.88,7.33,6.89,2.7151639344262297,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1984,1.62,12.32,4.73,7.35,6.56,2.6046511627906974,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1985,1.62,13.14,4.14,7.04,6.37,3.173913043478261,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1986,1.44,14.02,3.75,5.54,6.01,3.7386666666666666,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1987,1.3,14.36,3.61,5.47,6.04,3.977839335180055,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1988,1.27,14.45,3.79,5.06,5.88,3.812664907651715,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1989,1.29,14.5,4.1,5.54,6.3,3.536585365853659,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1990,1.31,14.5,4.14,5.95,6.56,3.5024154589371985,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1991,1.34,14.37,4.04,5.52,6.43,3.5569306930693068,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1992,1.34,14.01,3.86,5.09,6.21,3.6295336787564767,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1993,1.36,13.81,4.23,5.62,6.41,3.264775413711584,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1994,1.43,13.55,4.15,5.05,6.12,3.265060240963855,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1995,1.42,13.29,3.46,5.59,6.09,3.8410404624277454,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1996,1.36,13.01,4.3,6.1,6.49,3.025581395348837,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1997,1.32,13.07,4.7,6.4,6.65,2.780851063829787,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1998,1.33,12.97,4.42,5.09,6.27,2.9343891402714934,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,1999,1.3,12.85,4.34,5.35,6.24,2.960829493087558,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2000,1.37,12.98,5.69,7.69,7.73,2.2811950790861157,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2001,1.46,12.88,7.44,6.3,7.53,1.7311827956989247,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2002,1.55,12.96,5.94,6.59,7.24,2.1818181818181817,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2003,1.47,13.17,7.82,7.51,8.14,1.6841432225063937,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2004,1.64,13.54,8.63,8.11,8.58,1.5689455388180762,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2005,1.8,13.31,10.78,10.29,10.26,1.2346938775510206,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2006,2.01,13.41,11.59,11.66,11.16,1.1570319240724762,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2007,2.11,13.96,10.63,13.89,12.01,1.3132643461900282,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2008,2.67,14.43,11.25,16.49,13.22,1.2826666666666666,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2009,2.64,15.89,9.5,12.78,11.64,1.6726315789473685,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2010,2.74,16.13,8.65,15.19,12.36,1.8647398843930634,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2011,2.61,17.14,8.47,19.55,14.34,2.023612750885478,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2012,2.88,17.27,7.79,18.5,13.21,2.2169448010269575,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2013,2.68,18.45,8.08,20.22,13.93,2.283415841584158,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2014,2.71,18.63,7.89,19.64,13.74,2.3612167300380227,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2015,2.77,18.86,7.51,13.45,12.02,2.511318242343542,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2016,2.62,20.87,6.15,13.09,11.68,3.3934959349593496,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2017,2.19,21.48,6.6,15.23,12.36,3.254545454545455,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2018,2.21,21.15,6.37,17.28,12.85,3.3202511773940344,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2019,2.4,20.83,6.07,15.72,12.19,3.43163097199341,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2020,2.23,20.05,5.65,13.02,11.11,3.5486725663716814,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2021,2.14,20.83,6.49,17.21,12.75,3.2095531587057007,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2022,2.79,22.46,9.61,26.59,17.21,2.337148803329865,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2023,3.66,23.14,9.4,21.12,15.81,2.4617021276595743,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MO,2024,3.1,23.07,8.28,20.35,,2.786231884057971,2024,3.1,23.07,8.28,20.35,,2.786231884057971
MS,1970,0.33,2.94,0.29,0.97,0.73,10.13793103448276,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1971,0.41,3.16,0.32,1.03,0.78,9.875,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1972,0.42,3.38,0.34,1.03,0.82,9.941176470588234,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1973,0.45,3.71,0.43,1.11,0.97,8.627906976744185,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1974,0.93,5.22,0.56,1.97,1.49,9.32142857142857,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1975,1.11,6.39,0.71,2.11,1.94,9.0,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1976,1.18,7.46,1.02,2.32,2.41,7.313725490196078,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1977,1.23,8.07,1.42,2.74,2.92,5.683098591549296,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1978,1.5,8.7,1.48,2.9,3.18,5.878378378378378,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1979,1.54,9.87,2.21,3.58,3.88,4.46606334841629,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1980,1.65,11.42,2.66,4.8,4.82,4.293233082706767,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1981,1.89,14.17,3.22,6.11,5.82,4.400621118012422,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1982,1.86,15.17,4.0,6.05,5.98,3.7925,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1983,1.85,14.41,4.19,6.45,6.04,3.439140811455847,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1984,1.87,13.68,3.82,6.28,5.71,3.581151832460733,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1985,1.85,13.94,3.68,6.69,5.95,3.788043478260869,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1986,1.78,14.63,3.08,5.09,5.46,4.75,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1987,1.7,14.74,2.71,5.23,5.49,5.439114391143912,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1988,1.68,14.84,2.5,4.77,5.2,5.936,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1989,1.7,14.18,2.47,5.48,4.55,5.740890688259109,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1990,1.74,13.62,2.49,5.52,4.67,5.469879518072289,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1991,1.74,13.17,2.28,5.74,4.57,5.776315789473685,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1992,1.71,12.93,2.4,5.3,4.52,5.3875,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1993,1.64,13.46,2.92,5.31,4.77,4.609589041095891,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1994,1.65,13.14,2.89,5.25,4.81,4.546712802768166,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1995,1.64,13.03,2.65,5.16,4.58,4.916981132075471,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1996,1.65,12.92,3.33,6.12,5.17,3.87987987987988,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1997,1.67,12.08,3.43,5.61,4.7,3.521865889212828,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1998,1.63,12.36,3.06,4.78,4.89,4.03921568627451,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,1999,1.64,11.77,3.11,5.27,4.78,3.784565916398714,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2000,1.64,12.14,4.48,7.32,5.66,2.7098214285714284,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2001,1.7,12.9,5.67,7.38,6.71,2.2751322751322753,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2002,1.77,12.89,4.37,6.97,6.2,2.9496567505720823,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2003,1.77,13.13,6.13,7.83,7.23,2.141924959216966,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2004,2.04,14.17,6.48,9.25,7.78,2.1867283950617282,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2005,2.63,15.74,8.89,11.42,9.41,1.7705286839145107,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2006,2.79,17.42,9.05,12.8,10.08,1.9248618784530387,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2007,3.02,16.86,8.05,12.98,9.61,2.0944099378881984,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2008,3.73,19.22,10.09,17.63,12.24,1.9048562933597621,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2009,3.87,19.38,6.5,15.62,10.28,2.9815384615384612,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2010,3.87,18.53,6.07,17.91,9.6,3.0527182866556837,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2011,4.07,19.14,5.74,21.91,10.37,3.3344947735191637,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2012,4.65,18.29,4.78,23.76,9.7,3.826359832635983,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2013,4.42,18.58,5.75,23.29,10.84,3.2313043478260868,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2014,4.24,19.35,5.98,22.55,10.89,3.2357859531772575,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2015,4.29,19.23,4.6,15.31,9.0,4.180434782608696,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2016,0.0,16.98,4.23,13.0,8.18,4.01418439716312,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2017,0.0,17.55,4.9,14.75,8.72,3.5816326530612246,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2018,0.0,17.59,4.96,17.42,9.02,3.5463709677419355,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2019,3.13,17.15,4.57,17.3,8.5,3.752735229759299,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2020,3.09,16.51,3.96,13.52,7.5,4.16919191919192,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2021,3.05,17.45,5.52,17.92,9.23,3.161231884057971,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2022,4.16,19.66,8.08,25.15,11.97,2.4331683168316833,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2023,5.25,20.39,5.48,21.6,10.63,3.7208029197080292,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MS,2024,4.87,19.97,4.39,20.16,,4.548974943052392,2024,4.87,19.97,4.39,20.16,,4.548974943052392
MT,1970,0.48,1.33,0.33,0.98,0.82,4.03030303030303,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1971,0.64,1.32,0.35,1.02,0.84,3.771428571428572,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1972,0.51,1.38,0.37,1.01,0.88,3.7297297297297294,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1973,0.51,1.65,0.41,1.12,0.96,4.024390243902439,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1974,0.68,1.6,0.57,2.0,1.42,2.8070175438596494,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1975,0.79,1.96,0.93,2.38,1.8,2.10752688172043,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1976,1.07,1.91,0.99,2.23,1.8,1.9292929292929293,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1977,1.25,2.1,1.55,2.43,2.08,1.3548387096774195,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1978,1.32,2.26,1.64,2.54,2.16,1.3780487804878048,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1979,1.3,2.49,1.77,3.24,2.73,1.4067796610169492,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1980,2.04,3.05,3.11,4.38,3.72,0.9807073954983923,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1981,1.89,4.06,4.22,5.52,4.61,0.962085308056872,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1982,1.82,6.48,5.43,5.13,5.13,1.1933701657458564,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1983,1.59,7.34,3.96,5.55,5.23,1.8535353535353536,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1984,2.01,7.47,5.15,5.61,5.7,1.4504854368932036,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1985,1.82,7.35,4.71,5.81,5.71,1.5605095541401273,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1986,2.06,7.52,3.92,4.27,4.7,1.9183673469387754,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1987,1.64,8.42,3.36,3.76,4.75,2.505952380952381,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1988,1.57,9.33,3.01,3.74,4.97,3.099667774086379,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1989,1.53,9.15,2.93,4.13,5.07,3.1228668941979523,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1990,1.54,8.4,3.18,4.98,5.24,2.641509433962264,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1991,1.37,8.55,3.13,4.67,4.89,2.7316293929712465,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1992,1.52,8.48,4.1,4.16,5.01,2.0682926829268298,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1993,1.29,9.1,2.71,4.84,5.03,3.357933579335793,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1994,1.42,9.66,4.8,4.15,5.0,2.0125,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1995,1.46,10.07,4.73,4.57,4.98,2.1289640591966172,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1996,1.54,9.66,4.74,5.26,5.5,2.0379746835443036,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1997,1.49,10.72,4.65,5.2,5.38,2.3053763440860213,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1998,1.53,9.56,4.56,3.72,4.96,2.0964912280701755,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,1999,1.39,9.19,3.36,3.52,4.32,2.7351190476190474,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2000,1.69,11.63,7.26,4.78,6.43,1.6019283746556476,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2001,1.59,19.3,5.06,6.99,7.6,3.8142292490118583,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2002,1.84,10.86,2.69,5.32,5.24,4.037174721189591,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2003,2.06,11.82,4.31,7.06,6.41,2.7424593967517406,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2004,2.05,12.16,6.18,8.21,7.67,1.9676375404530746,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2005,2.14,14.17,7.9,11.97,10.11,1.7936708860759494,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2006,2.34,14.99,11.44,12.82,11.59,1.3103146853146854,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2007,2.4,15.11,9.59,13.85,11.64,1.575599582898853,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2008,2.62,17.31,10.87,17.53,14.11,1.59245630174793,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2009,2.76,16.0,8.96,13.74,11.98,1.7857142857142856,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2010,2.67,16.28,7.97,16.81,12.4,2.0426599749058973,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2011,2.87,15.46,8.0,20.42,15.11,1.9325,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2012,2.16,14.96,7.36,21.12,14.68,2.032608695652174,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2013,2.41,15.91,7.09,21.28,15.15,2.2440056417489425,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2014,2.34,16.1,7.79,20.67,14.75,2.066752246469833,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2015,2.16,15.59,6.29,15.01,11.59,2.478537360890302,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2016,2.27,14.82,5.86,11.77,9.89,2.52901023890785,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2017,2.08,15.38,6.34,13.07,10.39,2.4258675078864353,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2018,2.27,15.22,6.15,15.83,11.33,2.4747967479674795,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2019,2.85,15.98,5.57,15.37,11.68,2.8689407540394973,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2020,2.43,15.17,5.58,12.45,10.0,2.718637992831541,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2021,2.5,18.28,6.75,16.22,12.48,2.7081481481481484,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2022,2.92,21.94,8.69,24.07,16.99,2.5247410817031075,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2023,3.56,22.86,7.46,21.14,15.77,3.064343163538874,2024,3.65,22.23,5.91,19.17,,3.761421319796954
MT,2024,3.65,22.23,5.91,19.17,,3.761421319796954,2024,3.65,22.23,5.91,19.17,,3.761421319796954
NC,1970,0.53,2.76,0.5,0.87,1.07,5.52,2024,6.06,22.76,5.27,22.16,,4.318785578747629
NC,1971,0.6,2.91,0.52,0.9,1.15,5.596153846153846,2024,6.06,22.76,5.27,22.16,,4.318785578747629
NC,1972,0.57,3.12,0.58,0.86,1.19,5.379310344827587,2024,6.06,22.76,5.27,22.16,,4.318785578747629
NC,1973,0.6,3.39,0.66,1.0,1.35,5.136363636363637,2024,6.06,22.76,5.27,22.16,,4.318785578747629
NC,1974,1.32,4.89,0.85,2.03,2.21,5.752941176470588,2024,6.06,22.76,5.27,22.16,,4.318785578747629
NC,1975,1.53,6.36,1.34,2.32,2.96,4.746268656716418,2024,6.06,22.76,5.27,22.16,,4.318785578747629
