ARC,ARC_2DIGIT,impl_rate,n_recs,median_benchmark_energy,median_benchmark_dollar,median_technical_total,median_real_historical_value,median_state_year_standardized_value,median_current_value,sector_mode,primary_source_group_mode,primary_fuel_bucket_mode
2.5191,2.5,0.30434782608695654,23,3252.0,22584.0,3252.0,22584.0,21408.0,22560.0,Unknown,natural_gas,steam_or_thermal
2.5196,2.5,0.4090909090909091,22,387.70556,6765.5,387.70556,7684.5,5281.421714979999,8730.05190632,Unknown,electricity,electricity
2.5113,2.5,0.23809523809523808,21,2323.61942,21456.0,3215.0,25155.914581379508,20274.8,25568.0,Unknown,natural_gas,steam_or_thermal
2.5125,2.5,0.4,15,247.37,7607.0,247.37,9530.0,3577.45033664,5145.296,Unknown,electricity,electricity
2.5115,2.5,0.2727272727272727,11,265.0,2175.0,265.0,2214.4155691369074,2902.5,2960.63525472,Metal/Machinery/Electronics,electricity,electricity
2.6218,2.6,0.552892561983471,2420,164.775716,2800.5,164.934374,3264.555611047648,2540.80535646,3713.7020056,Metal/Machinery/Electronics,electricity,electricity
2.6212,2.6,0.5306915306915307,1287,109.999468,1774.0,109.999468,2033.1898352029446,1573.8109312000001,2332.9928732,Unknown,electricity,electricity
2.6232,2.6,0.5230769230769231,1040,80.76040224,1251.5,82.000596,1744.7255596657951,1045.5983375,1598.4862438200003,Unknown,electricity,electricity
2.6231,2.6,0.3826429980276134,1014,205.8325088,4129.0,205.8325088,4472.632683400645,4074.01787208,4975.2494498,Metal/Machinery/Electronics,electricity,electricity
2.6211,2.6,0.21875,608,16.253062,346.5,16.253062,357.0,337.561743456,386.35369148,Metal/Machinery/Electronics,electricity,electricity
2.6221,2.6,0.5958083832335329,334,323.974518,5665.0,332.499528,6746.859650587508,4747.298479788,7024.324866319999,Unknown,electricity,electricity
2.6121,2.6,0.6750788643533123,317,31.001432,316.0,31.001432,353.0,248.49589176,389.15999999999997,Unknown,electricity,steam_or_thermal
2.6242,2.6,0.4788732394366197,142,178.36372,3610.5,178.36372,4125.261798737346,3048.50530134,4097.0572144200005,Unknown,electricity,electricity
2.6214,2.6,0.6231884057971014,138,60.0,298.5,60.0,346.59030466801283,247.125,343.73,Unknown,natural_gas,steam_or_thermal
2.6127,2.6,0.6666666666666666,111,71.164084,1375.0,71.164084,1484.897524811376,1261.7938968560002,1493.58052345,Metal/Machinery/Electronics,electricity,electricity
2.6124,2.6,0.6233766233766234,77,165.000908,2158.0,165.000908,2480.0,1869.84,2676.1093594800004,Unknown,electricity,electricity
2.6222,2.6,0.578125,64,228.999792,5236.0,228.999792,6490.5,2586.04387026,3659.7094848,Unknown,electricity,electricity
2.6125,2.6,0.6851851851851852,54,132.78326859999999,1916.0,132.78326859999999,2136.0,1896.0,2122.8498007999997,Chemical/Plastics/Paper/Rubber,electricity,electricity
2.6241,2.6,0.39622641509433965,53,266.5625,3681.0,266.5625,3681.0,3362.45854476,4113.309304,Unknown,electricity,electricity
2.6122,2.6,0.40540540540540543,37,280.429932,3380.0,280.429932,3652.0,3251.33012328,5428.978029,Unknown,electricity,electricity
2.6213,2.6,0.2608695652173913,23,520.998752,4116.0,520.998752,4439.706548475426,6356.184774399999,6964.95,Unknown,natural_gas,steam_or_thermal
2.6224,2.6,0.35714285714285715,14,97.5738,1832.76,97.5738,2220.6924319904474,997.741798,1159.3453020000002,Unknown,electricity,electricity
2.6215,2.6,0.45454545454545453,11,250.181488,3095.0,250.181488,3666.0,2630.4008768000003,5018.64064928,Metal/Machinery/Electronics,electricity,electricity
2.7142,2.7,0.547780887644942,20008,109.999468,2418.5,111.185138,2999.439258074747,1804.9903088,2696.54734184,Unknown,electricity,electricity
2.7135,2.7,0.37657961246840777,5935,53.998312,1048.68922,53.998312,1199.8032232503451,972.8865568800001,1394.0899728,Metal/Machinery/Electronics,electricity,electricity
2.7261,2.7,0.5237121831561733,2446,217.81355000000002,2033.5,216.509964,2578.434238883839,1869.7769679,2531.04042176,Unknown,natural_gas,steam_or_thermal
2.7111,2.7,0.48196573489630296,2218,97.04239799999999,1945.5,98.31678,2411.1450743827004,1475.84231168,2209.52687242,Unknown,electricity,electricity
2.7447,2.7,0.4331065759637188,1764,256.5,1907.0,257.0,2239.5140408332622,1621.28944078,2233.32360466,Unknown,natural_gas,steam_or_thermal
2.7134,2.7,0.38287153652392947,1191,44.942864,1090.0,44.942864,1277.6634618817006,885.7538351999999,1258.66660096,Metal/Machinery/Electronics,electricity,electricity
2.7221,2.7,0.5623387790197765,1163,269.0,3288.0,269.0,3709.0,2658.6837636799996,3140.5,Metal/Machinery/Electronics,electricity,electricity
2.7124,2.7,0.6336283185840708,1130,65.605936,1201.5,65.605936,1401.1198388019989,1060.1377261399998,1431.0699965,Unknown,electricity,electricity
2.7224,2.7,0.46794871794871795,1092,228.014698,2306.0,229.067546,2641.5315478272523,2110.65515474,2809.9871792800004,Metal/Machinery/Electronics,natural_gas,steam_or_thermal
2.7232,2.7,0.35063663075416257,1021,266.136,6468.0,274.959432,7118.96,5209.748748239999,6029.846627520001,Metal/Machinery/Electronics,electricity,electricity
2.7243,2.7,0.3018867924528302,848,534.203718,3846.0,545.0,4441.269499521836,3435.8,4812.0740115280005,Unknown,natural_gas,steam_or_thermal
2.7231,2.7,0.23876404494382023,712,874.5,6722.5,903.0,7417.0,5653.8386436,6061.0199999999995,Metal/Machinery/Electronics,natural_gas,steam_or_thermal
2.7314,2.7,0.4056603773584906,636,429.50031,3787.5,413.6417204,4478.4390676055955,3688.91776641,5341.7941604,Metal/Machinery/Electronics,natural_gas,steam_or_thermal
2.7241,2.7,0.2566929133858268,635,321.37628,4656.0,321.37628,5692.0,5481.49100544,6971.15573856,Metal/Machinery/Electronics,electricity,electricity
2.7121,2.7,0.41694915254237286,590,75.811228,1392.0,75.811228,1658.3048847471705,1258.8320829600002,1702.0282102200003,Unknown,electricity,electricity
2.7226,2.7,0.42173112338858193,543,300.01033600000005,4740.0,300.01033600000005,5256.127516367865,3930.3590530399997,5571.774227760001,Unknown,electricity,electricity
2.7144,2.7,0.4384920634920635,504,113.119742,2886.0,113.119742,3917.5479876432037,1975.33263456,4194.2356147400005,Unknown,electricity,electricity
2.7492,2.7,0.4,435,265.0,1966.0,264.2,2142.571882773136,1833.4943273999997,2383.55,Unknown,natural_gas,steam_or_thermal
2.7122,2.7,0.4823529411764706,425,42.165496000000005,872.0,42.663648,974.8946725988473,720.6256596000001,966.39345264,Unknown,electricity,electricity
2.7491,2.7,0.24880382775119617,418,369.913686,4050.0,369.913686,4306.7825896860995,3294.805,4237.93,Unknown,natural_gas,steam_or_thermal
2.7145,2.7,0.22413793103448276,406,146.43792200000001,3236.5,146.43792200000001,3470.386358680774,2613.4823724400003,3951.2187296399998,Unknown,electricity,electricity
2.7444,2.7,0.4860759493670886,395,108.0,844.06,108.0,1021.73487968938,667.08,814.0,Unknown,natural_gas,steam_or_thermal
2.7229,2.7,0.37681159420289856,345,263.0,3434.0,263.0,3948.0,2945.25,3643.2,Unknown,electricity,electricity
2.7132,2.7,0.42483660130718953,306,68.41141888000001,1553.0,68.41141888000001,1706.5,1298.47493382,2167.79806124,Unknown,electricity,electricity
2.7425,2.7,0.40784313725490196,255,276.409532,7960.0,277.12946400000004,8686.0,5292.2776242,6001.350081199999,Metal/Machinery/Electronics,electricity,electricity
2.7442,2.7,0.59375,224,223.77640200000002,2209.5,231.223384,2633.4761297009636,2148.69362784,2811.17537148,Metal/Machinery/Electronics,natural_gas,steam_or_thermal
2.7133,2.7,0.48878923766816146,223,72.000024,1187.0,72.99974,1544.9342383968435,1062.65364964,1819.4406064799998,Unknown,electricity,electricity
2.7233,2.7,0.3147208121827411,197,300.0,5028.0,300.0,5367.0,4467.65655888,5312.57060632,Unknown,electricity,electricity
2.7228,2.7,0.4293193717277487,191,116.31079199999999,2350.0,119.0,2701.0,2102.35699308,2492.5879448799997,Unknown,electricity,electricity
2.7131,2.7,0.41578947368421054,190,118.488524,1973.0,118.488524,2295.689078018042,1861.2384424199997,3036.04739814,Unknown,electricity,electricity
2.7123,2.7,0.5053763440860215,186,232.498798,4915.0,250.778588,7740.586362051032,3588.4026178000004,6402.7392113000005,Unknown,electricity,electricity
2.7211,2.7,0.6182795698924731,186,92.071114,1984.0,92.071114,2027.094387505354,1566.5889214000001,1605.4349849600003,Metal/Machinery/Electronics,electricity,electricity
2.7313,2.7,0.2546583850931677,161,1169.828084,10016.0,1134.0,11263.0,9192.0,9624.39,Metal/Machinery/Electronics,natural_gas,steam_or_thermal
2.7494,2.7,0.38562091503267976,153,257.0,1206.0,257.0,1558.0,1155.7,1952.72,Unknown,natural_gas,steam_or_thermal
2.7312,2.7,0.3448275862068966,145,536.0,3844.0,536.0,4506.866874106209,3394.89416824,4697.0,Unknown,natural_gas,steam_or_thermal
2.7141,2.7,0.40714285714285714,140,144.499906,3610.5,144.499906,3946.3599999999997,3150.9072035008,3710.28092968,Metal/Machinery/Electronics,electricity,electricity
2.7496,2.7,0.3208955223880597,134,236.716134,5043.0,236.716134,5616.310163895549,3899.24692386,4640.613432,Metal/Machinery/Electronics,electricity,electricity
2.7234,2.7,0.25252525252525254,99,208.800752,5709.0,217.6856,6413.451288751633,6327.215359,6921.6,Utilities,electricity,electricity
2.7245,2.7,0.29591836734693877,98,422.000638,3853.0,424.999786,4493.688587676721,2881.344801,4356.4400000000005,Unknown,natural_gas,steam_or_thermal
2.7316,2.7,0.5,94,311.27334800000006,2865.5,311.27334800000006,3096.0083049599943,2698.56683758,3731.97413808,Unknown,natural_gas,steam_or_thermal
2.7441,2.7,0.5517241379310345,87,218.999716,1423.0,218.999716,1773.0,1393.92,1941.1,Unknown,natural_gas,steam_or_thermal
2.7252,2.7,0.19767441860465115,86,438.000146,6889.5,438.000146,8212.216674249783,5858.038574800001,7763.538863080001,Unknown,electricity,electricity
2.7423,2.7,0.2125,80,67.6231104,1628.5,67.6231104,1642.5,1223.9304620000003,1200.1747987200001,Metal/Machinery/Electronics,electricity,electricity
2.7493,2.7,0.15384615384615385,78,71.4506446,1326.5,71.4506446,1326.5,1030.17274032,1030.17274032,Educational Services,natural_gas,steam_or_thermal
2.7311,2.7,0.42857142857142855,77,244.12595072,3786.18,244.12595072,4108.1226765367455,3740.078265174,3784.42,Metal/Machinery/Electronics,electricity,electricity
2.7212,2.7,0.4722222222222222,72,79.43988999999999,1280.0,79.43988999999999,1447.0,1151.7048399720002,1489.9835050400002,Unknown,electricity,electricity
2.7292,2.7,0.25862068965517243,58,419.091634,5360.0,419.091634,5530.941272066181,4301.7810795000005,7941.53845008,Metal/Machinery/Electronics,electricity,electricity
2.7251,2.7,0.14285714285714285,56,283.95517,4812.5,283.95517,6838.448598755618,3711.6612372199997,6471.66273726,Unknown,electricity,electricity
2.7272,2.7,0.5098039215686274,51,63.077644,1787.0,63.077644,1787.0,1460.87823504,1509.6347596800001,Utilities,electricity,electricity
2.7291,2.7,0.4117647058823529,51,158.0,3884.0,403.52462176,4505.71931047261,3123.11046384,4427.207746592,Unknown,natural_gas,steam_or_thermal
2.7422,2.7,0.4318181818181818,44,60.500158,737.0,60.500158,1318.219320287445,878.7830850799999,1146.62262844,Unknown,electricity,electricity
2.7264,2.7,0.46511627906976744,43,186.49992,2957.0,186.49992,3193.3396224489006,2423.4700000000003,2824.14,Metal/Machinery/Electronics,natural_gas,steam_or_thermal
2.7262,2.7,0.3684210526315789,38,276.41465,8388.5,276.41465,9592.0,10833.2606199,11281.28389122,Unknown,electricity,electricity
2.7273,2.7,0.1891891891891892,37,1604.649952,28585.0,1604.649952,29790.0,21271.9374618,25552.091963479994,Metal/Machinery/Electronics,electricity,electricity
2.7446,2.7,0.37142857142857144,35,158.0,1291.0,158.0,1468.0098846111782,1130.13301248,1650.5009539200003,Unknown,electricity,electricity
2.7495,2.7,0.3142857142857143,35,171.992096,4297.0,171.992096,4621.663464156357,2825.5499999999997,3053.25,Metal/Machinery/Electronics,natural_gas,steam_or_thermal
2.7421,2.7,0.43333333333333335,30,273.00061800000003,1657.0,273.00061800000003,2358.6900969834182,1598.9292518,2430.0946069,Unknown,natural_gas,steam_or_thermal
2.7263,2.7,0.41379310344827586,29,144.457256,3416.0,144.457256,5839.0,3281.3780627999995,3625.5858090399997,Chemical/Plastics/Paper/Rubber,electricity,electricity
2.7244,2.7,0.44,25,529.998888,4790.0,529.998888,4887.0,4655.88155196,7054.1871142400005,Unknown,natural_gas,steam_or_thermal
2.7227,2.7,0.15789473684210525,19,129.000896,2063.0,129.000896,3362.5836823929444,1680.88167488,2576.14789312,Unknown,electricity,electricity
2.7424,2.7,0.4444444444444444,18,64.867238,1413.0,64.867238,1537.9727645204862,1207.40662368,1680.17839344,Unknown,electricity,electricity
2.7242,2.7,0.4117647058823529,17,949.999748,6380.0,949.999748,7936.392025113812,7389.61135536,9276.6493248,Unknown,electricity,electricity
2.7235,2.7,0.1875,16,199.0,3146.0,481.5,3740.027592558912,2672.83,3124.875,Metal/Machinery/Electronics,natural_gas,steam_or_thermal
2.7293,2.7,0.06666666666666667,15,581.084072,7334.0,581.084072,7812.231275732739,5064.77798624,5499.721867360001,Unknown,electricity,electricity
2.7225,2.7,0.3076923076923077,13,167.0,1875.0,167.0,2198.3286651792773,2590.3211364,2669.6276172,Unknown,electricity,electricity
2.7271,2.7,0.1,10,468.999872,11299.5,468.999872,19744.29325444036,7133.36815544,11682.78681152,Unknown,electricity,electricity
2.8227,2.8,0.125,72,325.8344,10442.15,527.9,10823.987125937001,10142.490705,11232.3378731616,Metal/Machinery/Electronics,petroleum,steam_or_thermal
2.8114,2.8,0.4032258064516129,62,9.309642,12766.5,15.391532,14275.5,164.08144224,235.48313792,Unknown,electricity,electricity
2.8226,2.8,0.2564102564102564,39,251.0,12640.0,417.468436,12640.0,8086.363605320001,9474.1335,Chemical/Plastics/Paper/Rubber,petroleum,steam_or_thermal
2.8112,2.8,0.2,25,2.49076,4532.0,2.49076,6709.0,42.318080640000005,58.57919496000001,Metal/Machinery/Electronics,electricity,electricity
2.8121,2.8,0.6875,16,1.0,3861.5,1.0,3931.4986270871987,4.7,4.7,Metal/Machinery/Electronics,natural_gas,steam_or_thermal
2.8223,2.8,0.4,15,861.0,18916.0,861.0,18916.0,7548.32,16570.4,Unknown,petroleum,steam_or_thermal
2.8118,2.8,0.5,12,223.725968,5129.5,223.725968,5129.5,2808.84977664,3302.1860224,Unknown,electricity,electricity
2.8117,2.8,0.6,10,699.936624,6784.5,699.936624,6784.5,6743.747575360001,5698.36453456,Metal/Machinery/Electronics,electricity,electricity
2.9114,2.9,0.12630844382414516,1433,1498.103428,45764.0,1498.103428,45801.0,40314.18649464,42911.68242729,Metal/Machinery/Electronics,electricity,electricity
2.9112,2.9,0.16326530612244897,98,344.47210800000005,4013.0,344.47210800000005,4013.0,2946.31459098,2710.5299999999997,Metal/Machinery/Electronics,electricity,electricity
2.9113,2.9,0.10204081632653061,49,1760.615884,40764.0,1760.615884,40764.0,31973.169600000005,32955.25736552,Metal/Machinery/Electronics,electricity,electricity
2.9121,2.9,0.11538461538461539,26,4056.192424,138608.8,4056.192424,138608.8,76757.68196348,82549.80264312,Metal/Machinery/Electronics,electricity,electricity
2.9111,2.9,0.0,24,356.5,4383.0,363.0,4383.0,3623.72,2381.2799999999997,Metal/Machinery/Electronics,natural_gas,steam_or_thermal
2.9141,2.9,0.3333333333333333,12,10781.640678,424348.38,10781.640678,461502.2341904737,197653.87917456002,144769.80677286,Food/Beverage/Tobacco,natural_gas,steam_or_thermal
3.1191,3.1,0.3008130081300813,123,324.000108,10072.29,324.000108,11215.696298504572,3715.2969999999996,5644.36384904,Unknown,electricity,electricity
3.1161,3.1,0.32142857142857145,84,176.41916600000002,3583.5,176.41916600000002,3583.5,2400.9077879999995,3007.3562995800003,Metal/Machinery/Electronics,electricity,electricity
3.1192,3.1,0.6086956521739131,23,818.480796,24055.0,818.480796,26399.021956833963,11568.4131808,12017.147546232001,Unknown,electricity,electricity
3.2176,3.2,0.16666666666666666,12,392.4995,10687.5,392.4995,10687.5,4592.77201056,7384.206307320001,Unknown,electricity,electricity
3.3131,3.3,0.5,10,52.033,17201.0,52.033,17201.0,755.4559300000001,1233.56507994,Unknown,electricity,electricity
3.4151,3.4,0.3584905660377358,106,225.967056,4218.0,205.5,5625.553277645852,1335.9683441000002,2625.70565352,Unknown,natural_gas,steam_or_thermal
3.4115,3.4,0.4266666666666667,75,71.000308,7141.0,72.99974,10849.0,888.4068358000001,1320.1401955200001,Unknown,electricity,electricity
3.4154,3.4,0.7058823529411765,68,156.5,1707.5,156.5,1929.3861393766572,1012.795,1662.87067694,Unknown,natural_gas,steam_or_thermal
3.4111,3.4,0.2978723404255319,47,703.0,9734.0,703.0,14803.846567660143,4006.09,6988.800000000001,Unknown,natural_gas,steam_or_thermal
3.4156,3.4,0.38461538461538464,26,220.00046600000002,3213.5,220.00046600000002,3924.380074791135,1715.7307168,1579.4954656,Unknown,electricity,electricity
3.4114,3.4,0.17647058823529413,17,356.243508,19457.0,356.243508,22197.648009905446,6668.9665675999995,7409.8649664,Unknown,electricity,electricity
3.4157,3.4,0.3,10,324.00020800000004,14050.5,324.00020800000004,14858.5,4022.69327152,6444.8531008,Unknown,electricity,electricity
3.5311,3.5,0.16666666666666666,12,1078.42231,48752.5,1078.42231,59992.5,11436.2004,12995.858400000001,Unknown,electricity,electricity
3.6124,3.6,0.10891089108910891,101,200.0,2391.0,210.0,3044.0,1318.6399999999999,1361.1200000000001,Unknown,natural_gas,steam_or_thermal
3.6123,3.6,0.16981132075471697,53,806.0,16438.0,2781.0,23425.0,14407.470000000001,20127.25,Unknown,natural_gas,steam_or_thermal
3.6193,3.6,0.14285714285714285,14,162.580094,6070.0,162.580094,6816.409300402628,2570.6892144000003,3163.3999168,Unknown,electricity,electricity
3.6121,3.6,0.0,12,899.2,17087.0,3485.5,17087.0,15111.585000000001,25894.015,Unknown,natural_gas,steam_or_thermal
3.6122,3.6,0.0,11,3548.0,26471.0,5400.0,26471.0,26244.0,31644.0,Unknown,natural_gas,steam_or_thermal
3.6192,3.6,0.09090909090909091,11,415.00156,28500.0,415.00156,52281.28459914689,5244.75,4985.75,Unknown,electricity,electricity
3.7312,3.7,0.6197183098591549,71,129.304564,2004.12,129.304564,2090.278283450085,2491.2142054399997,2972.1984886,Metal/Machinery/Electronics,electricity,electricity
3.7311,3.7,0.35714285714285715,14,333.92775958000004,5155.5,333.92775958000004,5155.5,5621.548612049601,5116.52931104,Chemical/Plastics/Paper/Rubber,electricity,electricity
4.111,4.1,0.3246753246753247,77,239.925016,38240.0,239.925016,42608.33066555913,4259.615386320001,6516.0,Unknown,electricity,electricity
4.114,4.1,0.2916666666666667,24,2075.372284,61372.5,3651.372862,72145.43555880734,27281.61,22649.54,Unknown,natural_gas,steam_or_thermal
4.132,4.1,0.3333333333333333,21,493.644748,22619.0,493.644748,24823.091982607668,7614.000000000001,5960.142333600001,Metal/Machinery/Electronics,electricity,electricity
4.131,4.1,0.26666666666666666,15,1941.0,38254.0,583.7522560000001,41875.485046776754,6288.84,13455.489500800002,Unknown,electricity,electricity
4.122,4.1,0.38461538461538464,13,310.0,126337.0,310.0,126337.0,4960.868665280001,6376.1490688,Chemical/Plastics/Paper/Rubber,electricity,electricity
4.454,4.4,0.3617021276595745,47,257.118084,8782.0,257.118084,8782.0,3335.5373076399997,5338.52431576,Unknown,electricity,electricity
4.431,4.4,0.37037037037037035,27,158.5727,28299.0,158.5727,33590.0,3864.66703744,6388.8576769599995,Metal/Machinery/Electronics,electricity,electricity
4.445,4.4,0.3888888888888889,18,279.14254400000004,96052.0,279.14254400000004,112760.3720996548,3680.29745354,5627.36565742,Unknown,electricity,electricity
4.424,4.4,0.4117647058823529,17,154.18439032,5448.08,154.18439032,5448.08,2918.7105087576,3840.7331628712,Chemical/Plastics/Paper/Rubber,electricity,electricity
4.452,4.4,0.4166666666666667,12,480.987934,17449.0,480.987934,17449.0,10241.99082372,13561.070360560001,Unknown,electricity,electricity
4.512,4.5,0.41025641025641024,39,746.918752,16230.0,746.918752,18446.409017993752,9774.210537,12503.94208,Metal/Machinery/Electronics,electricity,electricity
4.514,4.5,0.2222222222222222,18,293.947898,31083.750999,293.947898,31083.750999,5482.95048254,5514.8184,Food/Beverage/Tobacco,electricity,electricity
4.513,4.5,0.1,10,17.0,12622.5,20.5,15215.0,196.915613,284.3480525,Unknown,electricity,electricity
4.652,4.6,0.36024844720496896,161,227.457568,10374.0,261.918768,10697.0,3662.9104959200004,5685.06218504,Unknown,electricity,electricity
4.611,4.6,0.4727272727272727,110,83.971026,3511.5,83.971026,3627.1563713522546,1561.2349816,1803.33681948,Metal/Machinery/Electronics,electricity,electricity
4.661,4.6,0.4772727272727273,44,1809.4890719999999,21614.0,1809.4890719999999,21614.0,28403.67655916,30638.07781576,Utilities,electricity,electricity
4.662,4.6,0.45454545454545453,11,593.701648,21228.0,593.701648,21228.0,9772.32912608,9772.32912608,Metal/Machinery/Electronics,electricity,electricity
