ARC,ARC_2DIGIT,n_recs,energy_frac_q75,energy_frac_q90,value_frac_q75,value_frac_q90,energy_p25,energy_median,energy_p75,current_value_median,benchmark_dollar_median,payback_median,impl_rate_hist
2.4112,2.4,69,0.02006523095714082,0.037044559554258026,0.042484184227037196,0.06846242113704894,88.55846,169.675348,545.9200000000001,4043.7931477600005,3975.0,0.83764273875956,0.5072463768115942
2.4113,2.4,75,0.01741812326997276,0.02868941438913171,0.029858700870794674,0.0574983978204269,67.75890799999999,343.62252,975.420854,7565.3300168,5176.0,1.82569296375265,0.18666666666666668
2.4131,2.4,399,0.019582089770982247,0.052748077134638825,0.04150222567012822,0.10089277558211683,75.38643400000001,264.977626,724.741214,7593.8891392000005,5969.0,1.0,0.3508771929824561
2.4133,2.4,5633,0.010325427109530829,0.024516632057908265,0.023380533243604465,0.04950197515036998,27.998872,89.998324,276.126336,2367.7887904,1747.0,1.7477181701768498,0.600035505059471
2.4134,2.4,27,0.0760526553812235,0.21454352023513637,0.1500892884594961,0.3761506035516301,578.929394,1938.998656,4523.1775099999995,45053.07361308,22438.0,1.1974255350995,0.1111111111111111
2.4145,2.4,13,0.01876547637626605,0.0547213377529959,0.05229100671835079,0.11385664909404422,211.95344,239.11296,723.66814,11009.070488000001,8920.0,1.09,0.3076923076923077
2.4146,2.4,5059,0.026864728471282087,0.06789396411758768,0.053241833531360694,0.12207373704702587,124.56017800000001,332.011484,954.689542,10235.52341184,7624.0,1.82,0.2798972128879225
2.4151,2.4,638,0.005830037616717489,0.011253573947148935,0.010466402279282633,0.021155109190150675,45.715682,107.556476,248.983023,2482.21621552,2178.5,0.64,0.7445141065830722
2.4152,2.4,22,0.005173948350192068,0.006229887030168152,0.007915724404440145,0.013777396695260373,34.993472,94.005718,216.171525,1790.8089279,1607.5,,0.5909090909090909
2.4154,2.4,16,0.008483139822168244,0.015847707039926315,0.028179729010982896,0.03565690408460821,72.49647,125.97104,558.259498,2867.1008704000005,2669.0,0.79381775277194,0.5
2.4156,2.4,43,0.012966736388587374,0.02258602261203642,0.02068459383065202,0.028398773902167215,126.26106,321.383104,551.556624,6690.392904,6454.0,0.33068783068783,0.7209302325581395
2.4157,2.4,277,0.013527796277457664,0.024263812571653352,0.02354874759965687,0.03679462120502103,112.967908,238.3282,550.174764,5338.9720384,4482.0,0.23,0.8447653429602888
2.4221,2.4,6095,0.004523307984416888,0.00835998409657145,0.00945223977770274,0.017449262727182786,22.000576,50.999164,120.624436,1248.000416,950.0,0.55424880025575,0.4357670221493027
2.4222,2.4,116,0.011419107298413052,0.03226771167391097,0.01819444415263504,0.03899034206055044,66.81549,149.449012,388.265981,3463.2630822,3411.0,0.9606125911320951,0.45689655172413796
2.4223,2.4,55,0.022928952429691785,0.03164543766442344,0.04019219788454367,0.0697875371983806,48.22814232,116.601688,251.74588999999997,5025.96239184,3553.0,0.72,0.34545454545454546
2.4224,2.4,1048,0.021087615174447853,0.04332130396718826,0.04086973915259552,0.08346315053167537,116.501887,344.81672000000003,839.398062,8123.1800748,6453.0,0.60759017187122,0.3979007633587786
2.4225,2.4,73,0.01571892992277313,0.03157576091286164,0.0300918969612396,0.0671148423091498,112.691536,214.867288,498.8344,5011.122512,4067.0,0.750696426777855,0.3698630136986301
2.4226,2.4,935,0.02621543622767592,0.059644553443837706,0.05447393602089688,0.10904727940779424,127.74133914000001,323.00039200000003,753.799512,7788.541077839999,6494.0,1.1346027103204,0.40641711229946526
2.4227,2.4,88,0.005109149519624953,0.010912626945219994,0.009114782313146028,0.01625813407917147,32.237429,61.380174,151.43309000000002,1610.5590753800002,1405.0,0.23335633316905,0.6477272727272727
2.4231,2.4,6380,0.008441535193122936,0.017326493587242267,0.015807252914020378,0.02973352558643172,31.401488999999998,77.18404620000001,198.650905,1927.27231146,1653.0,0.0759525091276235,0.4663009404388715
2.4234,2.4,58,0.010107946489810447,0.024244772265971506,0.017648088881914322,0.03191547575008885,58.231750999999996,142.983272,397.189751,2976.37697734,2252.0,0.92787099716741,0.3793103448275862
2.4235,2.4,199,0.013225455007193236,0.03633371245160337,0.02434957198585618,0.06115003926335252,49.999448,141.34210000000002,403.027146,3159.39271648,2347.0,0.36,0.5376884422110553
2.4236,2.4,10994,0.015245789113771176,0.03218480229083157,0.028008896963415197,0.05723748398585221,55.745256,138.42825200000001,334.43741600000004,3352.42347744,2684.0,0.2027027027027,0.7369474258686556
2.4237,2.4,63,0.018535216957754168,0.04447680275585855,0.03290516678034794,0.06955805821630934,57.993764,213.000924,634.3027420000001,4502.83953336,4941.0,0.53224155578301,0.3968253968253968
2.4238,2.4,47,0.007707576106330631,0.024292222730115602,0.016475359833521587,0.03269027378709983,35.965892,103.001456,186.685874,2005.3310068000003,1786.0,0.50895856662934,0.5106382978723404
2.4239,2.4,2626,0.012950696829663651,0.030626675965905764,0.02591689267337709,0.05723357503841388,44.939452,130.822904,382.789721,3253.9131688,2852.5,0.49875311720698,0.4265041888804265
2.4311,2.4,29,0.05051804710637496,0.12710451173015724,0.06095944923649692,0.16360966315185643,94.686412,173.38078000000002,469.126116,7282.71,4582.0,0.97972972972973,0.3793103448275862
2.4312,2.4,578,0.008851637672785429,0.018465617099350025,0.019312378822584284,0.03410299901509986,31.001432,81.00088000000001,215.500214,2067.2168392000003,1500.0,0.60606060606061,0.42387543252595156
2.4313,2.4,33,0.023664134125665655,0.05809732801154544,0.03598836396487228,0.06235901095596932,42.182556,180.3078224,440.485788,4269.06126948,4668.0,0.44,0.45454545454545453
2.4314,2.4,1104,0.004828519585022168,0.009957469449396935,0.009921786471667117,0.02033184687473925,20.273251000000002,56.105222,165.44361500000002,1250.60090592,1154.5,0.53125,0.4583333333333333
2.4321,2.4,217,0.03358030373790756,0.09003965538048835,0.05093332414984115,0.11408353311492131,49.317048,246.899144,916.333544,5999.81256576,6450.0,1.62557237204185,0.46543778801843316
